340	10
341	10
342	10
343	10
344	10
345	10
348	10
350	10
351	10
352	10
353	10
354	10
355	10
356	10
357	10
358	10
359	10
360	10
361	10
362	10
364	10
365	10
366	10
367	10
368	10
369	10
370	10
371	10
372	10
373	10
374	10
375	10
376	10
377	10
378	10
379	10
380	10
381	10
382	10
383	10
384	10
385	10
386	10
387	10
388	10
389	10
392	10
394	10
395	10
396	10
397	10
398	10
399	10
400	10
401	10
402	10
403	10
404	10
405	10
406	10
408	10
410	10
411	10
412	10
413	10
414	10
415	10
416	10
418	10
419	10
420	10
421	10
422	10
423	10
424	10
425	10
426	10
427	10
428	10
429	10
430	10
431	10
432	10
433	10
434	10
435	10
436	10
437	10
438	10
439	10
440	10
441	10
442	10
443	10
444	10
445	10
446	10
447	10
448	10
449	10
450	10
451	10
452	10
453	10
454	10
455	10
456	10
457	10
458	10
459	10
460	10
463	10
464	10
465	10
466	10
468	10
469	10
471	10
472	10
473	10
474	10
475	10
476	10
477	10
478	10
479	10
480	10
481	10
482	10
483	10
484	10
485	10
486	10
487	10
488	10
489	10
490	10
492	10
493	10
494	10
496	10
497	10
498	10
500	20
501	20
502	20
503	20
505	20
506	20
507	20
508	20
509	20
510	20
511	20
512	20
513	20
514	20
515	20
516	20
517	20
518	20
521	20
522	20
523	20
524	20
525	20
526	20
527	20
528	20
529	20
531	20
532	20
534	20
535	20
536	20
537	20
538	20
539	20
540	20
541	20
542	20
543	20
544	20
545	20
546	20
547	20
548	20
549	20
550	20
551	20
552	20
553	20
554	20
555	20
557	20
558	20
559	20
560	20
561	20
563	20
564	20
565	20
566	20
567	20
568	20
569	20
570	20
571	20
572	20
573	20
574	20
575	20
576	20
577	20
578	20
579	20
580	20
581	20
582	20
583	20
584	20
585	20
586	20
587	20
588	20
590	20
591	20
592	20
594	20
595	20
596	20
597	20
598	20
599	20
600	20
601	20
603	20
605	20
606	20
607	20
608	20
609	20
610	20
611	20
612	20
613	20
614	20
615	20
616	20
617	20
618	20
619	20
620	20
621	20
622	20
623	20
624	20
625	20
627	20
628	20
629	20
630	20
631	20
632	20
633	20
634	20
635	20
636	20
637	20
639	20
640	20
641	20
642	20
643	20
644	20
645	20
647	20
648	20
649	20
650	20
651	20
652	20
653	20
654	20
655	20
656	20
657	20
658	20
659	20
660	20
661	20
662	20
663	20
664	20
665	20
666	20
667	20
669	20
670	20
673	20
674	20
676	20
678	20
679	20
680	20
681	20
682	20
683	20
684	20
685	20
687	20
688	20
690	20
691	20
692	20
693	20
696	20
697	20
698	20
699	20
700	20
702	20
703	20
704	20
705	20
706	20
707	20
708	20
709	20
710	20
711	20
712	20
714	20
715	20
716	20
717	20
718	20
719	20
721	20
723	20
724	20
725	20
726	20
728	20
729	20
730	20
731	20
732	20
733	20
734	20
735	20
736	20
737	20
738	20
739	20
740	20
741	20
743	20
744	20
745	20
746	20
747	20
748	20
749	20
750	20
751	20
752	20
753	20
754	20
755	20
756	20
757	20
758	20
759	20
760	20
761	20
762	20
763	20
764	20
765	20
766	20
767	20
768	20
769	20
770	20
771	20
772	20
773	20
775	20
776	20
777	20
778	20
779	20
780	20
781	20
782	20
783	20
784	20
785	20
786	20
787	20
788	20
789	20
790	20
791	20
792	20
793	20
794	20
795	20
797	20
798	20
799	20
800	20
801	20
802	20
803	20
804	20
805	20
806	20
807	20
808	20
809	20
810	20
811	20
812	20
813	20
814	20
815	20
816	20
820	20
821	20
822	20
823	20
824	20
825	20
826	20
827	20
828	20
829	20
830	20
831	20
832	20
835	20
836	20
837	20
838	20
839	20
840	20
841	20
843	20
844	20
845	20
846	20
847	20
849	20
851	20
852	20
853	20
854	20
855	20
856	20
857	20
858	20
859	20
860	20
861	20
862	20
863	20
864	20
865	20
866	20
867	20
868	20
869	20
870	20
872	20
873	20
875	20
876	20
877	20
878	20
879	20
880	20
881	20
882	20
883	20
884	20
885	20
886	20
889	20
890	20
891	20
892	20
893	20
894	20
896	20
897	20
898	20
899	20
900	20
901	20
902	20
903	20
904	20
905	20
906	20
907	20
908	20
909	20
910	20
911	20
912	20
913	20
914	20
915	20
916	20
917	20
918	20
919	20
920	20
923	20
924	20
927	20
929	20
930	20
931	20
932	20
933	20
935	20
936	20
937	20
939	20
940	20
941	20
942	20
944	20
945	20
946	20
947	20
948	20
949	20
950	20
951	20
952	20
953	20
954	20
955	20
956	20
958	20
960	20
961	20
962	20
963	20
964	20
965	20
966	20
967	20
968	20
969	20
972	20
973	20
974	20
976	20
978	20
979	20
980	20
981	20
982	20
983	20
984	20
985	20
986	20
987	20
988	20
989	20
990	20
992	20
993	20
994	20
995	20
996	20
997	20
999	20
1003	30
1004	30
1005	30
1006	30
1007	30
1008	30
1009	30
1011	30
1012	30
1013	30
1014	30
1015	30
1016	30
1017	30
1018	30
1019	30
1020	30
1021	30
1022	30
1023	30
1027	30
1028	30
1029	30
1030	30
1031	30
1032	30
1033	30
1034	30
1035	30
1036	30
1037	30
1038	30
1039	30
1040	30
1041	30
1042	30
1043	30
1044	30
1046	30
1047	30
1049	30
1050	30
1051	30
1052	30
1053	30
1054	30
1055	30
1056	30
1057	30
1058	30
1059	30
1061	30
1062	30
1063	30
1065	30
1067	30
1068	30
1069	30
1070	30
1071	30
1072	30
1073	30
1074	30
1075	30
1077	30
1078	30
1079	30
1080	30
1081	30
1082	30
1083	30
1084	30
1085	30
1086	30
1088	30
1089	30
1090	30
1091	30
1092	30
1093	30
1094	30
1096	30
1097	30
1098	30
1099	30
1100	30
1101	30
1102	30
1103	30
1104	30
1106	30
1108	30
1109	30
1110	30
1111	30
1112	30
1113	30
1114	30
1115	30
1116	30
1117	30
1119	30
1120	30
1121	30
1122	30
1123	30
1124	30
1125	30
1126	30
1127	30
1128	30
1129	30
1130	30
1131	30
1132	30
1133	30
1134	30
1135	30
1136	30
1137	30
1138	30
1139	30
1140	30
1141	30
1142	30
1143	30
1144	30
1145	30
1146	30
1147	30
1148	30
1149	30
1150	30
1151	30
1152	30
1153	30
1154	30
1155	30
1156	30
1157	30
1158	30
1159	30
1160	30
1161	30
1162	30
1163	30
1164	30
1165	30
1166	30
1167	30
1168	30
1169	30
1170	30
1171	30
1172	30
1173	30
1174	30
1175	30
1176	30
1177	30
1178	30
1179	30
1181	30
1182	30
1183	30
1184	30
1185	30
1186	30
1187	30
1188	30
1189	30
1190	30
1191	30
1192	30
1193	30
1194	30
1195	30
1197	30
1198	30
1199	30
1200	30
1201	30
1202	30
1203	30
1205	30
1206	30
1207	30
1208	30
1210	30
1211	30
1214	30
1215	30
1216	30
1218	30
1219	30
1220	30
1221	30
1223	30
1224	30
1226	30
1227	30
1228	30
1229	30
1230	30
1231	30
1232	30
1233	30
1234	30
1235	30
1236	30
1237	30
1238	30
1239	30
1242	30
1243	30
1244	30
1246	30
1248	30
1249	30
1250	30
1251	30
1252	30
1253	30
1254	30
1255	30
1256	30
1257	30
1258	30
1259	30
1260	30
1261	30
1262	30
1263	30
1264	30
1265	30
1266	30
1268	30
1270	30
1271	30
1272	30
1273	30
1274	30
1275	30
1276	30
1277	30
1279	30
1280	30
1281	30
1283	30
1284	30
1285	30
1287	30
1288	30
1289	30
1290	30
1291	30
1292	30
1294	30
1295	30
1296	30
1297	30
1298	30
1299	30
1300	30
1302	30
1303	30
1304	30
1305	30
1306	30
1307	30
1309	30
1313	30
1314	30
1315	30
1316	30
1317	30
1318	30
1319	30
1320	30
1321	30
1322	30
1323	30
1324	30
1325	30
1326	30
1327	30
1329	30
1330	30
1331	30
1332	30
1333	30
1334	30
1335	30
1336	30
1337	30
1338	30
1339	30
1340	30
1341	30
1342	30
1343	30
1344	30
1345	30
1346	30
1347	30
1348	30
1350	30
1351	30
1352	30
1353	30
1354	30
1355	30
1356	30
1357	30
1358	30
1359	30
1361	30
1362	30
1363	30
1365	30
1366	30
1367	30
1368	30
1369	30
1370	30
1371	30
1373	30
1374	30
1375	30
1376	30
1377	30
1378	30
1379	30
1380	30
1381	30
1382	30
1383	30
1384	30
1385	30
1386	30
1388	30
1389	30
1390	30
1391	30
1392	30
1393	30
1394	30
1395	30
1396	30
1397	30
1398	30
1399	30
1400	30
1401	30
1402	30
1403	30
1404	30
1405	30
1406	30
1408	30
1409	30
1410	30
1411	30
1412	30
1413	30
1414	30
1415	30
1416	30
1418	30
1419	30
1420	30
1421	30
1423	30
1424	30
1425	30
1426	30
1429	30
1430	30
1431	30
1432	30
1433	30
1434	30
1435	30
1436	30
1437	30
1438	30
1439	30
1440	30
1441	30
1442	30
1443	30
1444	30
1445	30
1446	30
1447	30
1448	30
1449	30
1450	30
1451	30
1452	30
1453	30
1454	30
1455	30
1456	30
1457	30
1459	30
1460	30
1461	30
1462	30
1463	30
1464	30
1465	30
1466	30
1467	30
1468	30
1469	30
1471	30
1472	30
1473	30
1475	30
1476	30
1477	30
1478	30
1479	30
1480	30
1481	30
1482	30
1483	30
1485	30
1486	30
1487	30
1488	30
1489	30
1490	30
1491	30
1492	30
1493	30
1494	30
1496	30
1497	30
1498	30
1499	30
